Key;day_full;day;month_full;month_nr;month_short;month_name;is_holiday;event;Quarter_full;Quarter;Semester_full;Semester;year;lixo
2963;10-02-2010;10;Fev-10;2;FEB;February;No;;2010-Q1;1;2010-S1;1;2010;--
2964;11-02-2010;11;Fev-10;2;FEB;February;No;;2010-Q1;1;2010-S1;1;2010;--
2965;12-02-2010;12;Fev-10;2;FEB;February;No;;2010-Q1;1;2010-S1;1;2010;--
2966;13-02-2010;13;Fev-10;2;FEB;February;No;;2010-Q1;1;2010-S1;1;2010;--
2967;14-02-2010;14;Fev-10;2;FEB;February;No;Dia dos namorados;2010-Q1;1;2010-S1;1;2010;--
2968;15-02-2010;15;Fev-10;2;FEB;February;No;;2010-Q1;1;2010-S1;1;2010;--
2969;16-02-2010;16;Fev-10;2;FEB;February;No;;2010-Q1;1;2010-S1;1;2010;--
2970;17-02-2010;17;Fev-10;2;FEB;February;No;;2010-Q1;1;2010-S1;1;2010;--
2971;18-02-2010;18;Fev-10;2;FEB;February;No;;2010-Q1;1;2010-S1;1;2010;--
2972;19-02-2010;19;Fev-10;2;FEB;February;No;;2010-Q1;1;2010-S1;1;2010;--
2973;20-02-2010;20;Fev-10;2;FEB;February;No;;2010-Q1;1;2010-S1;1;2010;--
2974;21-02-2010;21;Fev-10;2;FEB;February;No;;2010-Q1;1;2010-S1;1;2010;--
2975;22-02-2010;22;Fev-10;2;FEB;February;No;;2010-Q1;1;2010-S1;1;2010;--
2976;23-02-2010;23;Fev-10;2;FEB;February;No;;2010-Q1;1;2010-S1;1;2010;--
2977;24-02-2010;24;Fev-10;2;FEB;February;No;;2010-Q1;1;2010-S1;1;2010;--
2978;25-02-2010;25;Fev-10;2;FEB;February;No;;2010-Q1;1;2010-S1;1;2010;--
2979;26-02-2010;26;Fev-10;2;FEB;February;No;;2010-Q1;1;2010-S1;1;2010;--
2980;27-02-2010;27;Fev-10;2;FEB;February;No;;2010-Q1;1;2010-S1;1;2010;--
2981;28-02-2010;28;Fev-10;2;FEB;February;No;;2010-Q1;1;2010-S1;1;2010;--
2982;01-03-2010;1;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
2983;02-03-2010;2;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
2984;03-03-2010;3;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
2985;04-03-2010;4;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
2986;05-03-2010;5;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
2987;06-03-2010;6;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
2988;07-03-2010;7;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
2989;08-03-2010;8;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
2990;09-03-2010;9;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
2991;10-03-2010;10;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
2992;11-03-2010;11;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
2993;12-03-2010;12;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
2994;13-03-2010;13;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
2995;14-03-2010;14;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
2996;15-03-2010;15;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
2997;16-03-2010;16;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
2998;17-03-2010;17;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
2999;18-03-2010;18;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
3000;19-03-2010;19;Mar-10;3;MAR;March;No;Dia do Pai;2010-Q1;1;2010-S1;1;2010;--
3001;20-03-2010;20;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
3002;21-03-2010;21;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
3003;22-03-2010;22;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
3004;23-03-2010;23;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
3005;24-03-2010;24;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
3006;25-03-2010;25;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
3007;26-03-2010;26;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
3008;27-03-2010;27;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
3009;28-03-2010;28;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
3010;29-03-2010;29;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
3011;30-03-2010;30;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
3012;31-03-2010;31;Mar-10;3;MAR;March;No;;2010-Q1;1;2010-S1;1;2010;--
3013;01-04-2010;1;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3014;02-04-2010;2;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3015;03-04-2010;3;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3016;04-04-2010;4;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3017;05-04-2010;5;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3018;06-04-2010;6;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3019;07-04-2010;7;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3020;08-04-2010;8;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3021;09-04-2010;9;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3022;10-04-2010;10;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3023;11-04-2010;11;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3024;12-04-2010;12;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3025;13-04-2010;13;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3026;14-04-2010;14;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3027;15-04-2010;15;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3028;16-04-2010;16;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3029;17-04-2010;17;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3030;18-04-2010;18;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3031;19-04-2010;19;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3032;20-04-2010;20;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3033;21-04-2010;21;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3034;22-04-2010;22;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3035;23-04-2010;23;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3036;24-04-2010;24;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3037;25-04-2010;25;Abr-10;4;APR;April;Sim;Dia da Liberdade;2010-Q2;2;2010-S1;1;2010;--
3038;26-04-2010;26;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3039;27-04-2010;27;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3040;28-04-2010;28;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3041;29-04-2010;29;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3042;30-04-2010;30;Abr-10;4;APR;April;No;;2010-Q2;2;2010-S1;1;2010;--
3043;01-05-2010;1;Mai-10;5;MAI;May;Sim;Dia do Trabalhador;2010-Q2;2;2010-S1;1;2010;--
3044;02-05-2010;2;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3045;03-05-2010;3;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3046;04-05-2010;4;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3047;05-05-2010;5;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3048;06-05-2010;6;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3049;07-05-2010;7;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3050;08-05-2010;8;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3051;09-05-2010;9;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3052;10-05-2010;10;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3053;11-05-2010;11;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3054;12-05-2010;12;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3055;13-05-2010;13;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3056;14-05-2010;14;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3057;15-05-2010;15;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3058;16-05-2010;16;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3059;17-05-2010;17;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3060;18-05-2010;18;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3061;19-05-2010;19;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3062;20-05-2010;20;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3063;21-05-2010;21;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3064;22-05-2010;22;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3065;23-05-2010;23;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3066;24-05-2010;24;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3067;25-05-2010;25;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3068;26-05-2010;26;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3069;27-05-2010;27;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3070;28-05-2010;28;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3071;29-05-2010;29;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3072;30-05-2010;30;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3073;31-05-2010;31;Mai-10;5;MAI;May;No;;2010-Q2;2;2010-S1;1;2010;--
3074;01-06-2010;1;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3075;02-06-2010;2;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3076;03-06-2010;3;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3077;04-06-2010;4;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3078;05-06-2010;5;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3079;06-06-2010;6;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3080;07-06-2010;7;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3081;08-06-2010;8;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3082;09-06-2010;9;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3083;10-06-2010;10;Jun-10;6;JUN;June;Sim;Dia de Portugal;2010-Q2;2;2010-S1;1;2010;--
3084;11-06-2010;11;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3085;12-06-2010;12;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3086;13-06-2010;13;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3087;14-06-2010;14;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3088;15-06-2010;15;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3089;16-06-2010;16;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3090;17-06-2010;17;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3091;18-06-2010;18;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3092;19-06-2010;19;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3093;20-06-2010;20;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3094;21-06-2010;21;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3095;22-06-2010;22;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3096;23-06-2010;23;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3097;24-06-2010;24;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3098;25-06-2010;25;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3099;26-06-2010;26;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3100;27-06-2010;27;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3101;28-06-2010;28;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3102;29-06-2010;29;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3103;30-06-2010;30;Jun-10;6;JUN;June;No;;2010-Q2;2;2010-S1;1;2010;--
3104;01-07-2010;1;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3105;02-07-2010;2;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3106;03-07-2010;3;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3107;04-07-2010;4;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3108;05-07-2010;5;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3109;06-07-2010;6;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3110;07-07-2010;7;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3111;08-07-2010;8;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3112;09-07-2010;9;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3113;10-07-2010;10;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3114;11-07-2010;11;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3115;12-07-2010;12;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3116;13-07-2010;13;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3117;14-07-2010;14;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3118;15-07-2010;15;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3119;16-07-2010;16;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3120;17-07-2010;17;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3121;18-07-2010;18;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3122;19-07-2010;19;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3123;20-07-2010;20;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3124;21-07-2010;21;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3125;22-07-2010;22;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3126;23-07-2010;23;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3127;24-07-2010;24;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3128;25-07-2010;25;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3129;26-07-2010;26;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3130;27-07-2010;27;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3131;28-07-2010;28;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3132;29-07-2010;29;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3133;30-07-2010;30;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3134;31-07-2010;31;Jul-10;7;JUL;July;No;;2010-Q3;3;2010-S2;2;2010;--
3135;01-08-2010;1;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3136;02-08-2010;2;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3137;03-08-2010;3;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3138;04-08-2010;4;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3139;05-08-2010;5;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3140;06-08-2010;6;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3141;07-08-2010;7;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3142;08-08-2010;8;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3143;09-08-2010;9;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3144;10-08-2010;10;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3145;11-08-2010;11;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3146;12-08-2010;12;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3147;13-08-2010;13;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3148;14-08-2010;14;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3149;15-08-2010;15;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3150;16-08-2010;16;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3151;17-08-2010;17;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3152;18-08-2010;18;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3153;19-08-2010;19;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3154;20-08-2010;20;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3155;21-08-2010;21;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3156;22-08-2010;22;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3157;23-08-2010;23;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3158;24-08-2010;24;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3159;25-08-2010;25;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3160;26-08-2010;26;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3161;27-08-2010;27;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3162;28-08-2010;28;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3163;29-08-2010;29;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3164;30-08-2010;30;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3165;31-08-2010;31;Ago-10;8;AUG;August;No;;2010-Q3;3;2010-S2;2;2010;--
3166;01-09-2010;1;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3167;02-09-2010;2;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3168;03-09-2010;3;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3169;04-09-2010;4;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3170;05-09-2010;5;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3171;06-09-2010;6;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3172;07-09-2010;7;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3173;08-09-2010;8;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3174;09-09-2010;9;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3175;10-09-2010;10;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3176;11-09-2010;11;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3177;12-09-2010;12;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3178;13-09-2010;13;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3179;14-09-2010;14;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3180;15-09-2010;15;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3181;16-09-2010;16;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3182;17-09-2010;17;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3183;18-09-2010;18;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3184;19-09-2010;19;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3185;20-09-2010;20;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3186;21-09-2010;21;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3187;22-09-2010;22;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3188;23-09-2010;23;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3189;24-09-2010;24;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3190;25-09-2010;25;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3191;26-09-2010;26;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3192;27-09-2010;27;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3193;28-09-2010;28;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3194;29-09-2010;29;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3195;30-09-2010;30;Set-10;9;SEP;September;No;;2010-Q3;3;2010-S2;2;2010;--
3196;01-10-2010;1;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3197;02-10-2010;2;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3198;03-10-2010;3;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3199;04-10-2010;4;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3200;05-10-2010;5;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3201;06-10-2010;6;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3202;07-10-2010;7;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3203;08-10-2010;8;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3204;09-10-2010;9;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3205;10-10-2010;10;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3206;11-10-2010;11;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3207;12-10-2010;12;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3208;13-10-2010;13;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3209;14-10-2010;14;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3210;15-10-2010;15;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3211;16-10-2010;16;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3212;17-10-2010;17;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3213;18-10-2010;18;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3214;19-10-2010;19;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3215;20-10-2010;20;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3216;21-10-2010;21;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3217;22-10-2010;22;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3218;23-10-2010;23;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3219;24-10-2010;24;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3220;25-10-2010;25;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3221;26-10-2010;26;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3222;27-10-2010;27;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3223;28-10-2010;28;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3224;29-10-2010;29;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3225;30-10-2010;30;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3226;31-10-2010;31;Out-10;10;OCT;October;No;;2010-Q4;4;2010-S2;2;2010;--
3227;01-11-2010;1;Nov-10;11;NOV;November;No;;2010-Q4;4;2010-S2;2;2010;--
3228;02-11-2010;2;Nov-10;11;NOV;November;No;;2010-Q4;4;2010-S2;2;2010;--
3229;03-11-2010;3;Nov-10;11;NOV;November;No;;2010-Q4;4;2010-S2;2;2010;--
3230;04-11-2010;4;Nov-10;11;NOV;November;No;;2010-Q4;4;2010-S2;2;2010;--
3231;05-11-2010;5;Nov-10;11;NOV;November;No;;2010-Q4;4;2010-S2;2;2010;--
3232;06-11-2010;6;Nov-10;11;NOV;November;No;;2010-Q4;4;2010-S2;2;2010;--
3233;07-11-2010;7;Nov-10;11;NOV;November;No;;2010-Q4;4;2010-S2;2;2010;--
3234;08-11-2010;8;Nov-10;11;NOV;November;No;;2010-Q4;4;2010-S2;2;2010;--
3235;09-11-2010;9;Nov-10;11;NOV;November;No;;2010-Q4;4;2010-S2;2;2010;--
3236;10-11-2010;10;Nov-10;11;NOV;November;No;;2010-Q4;4;2010-S2;2;2010;--
